1,1,1,1,20,20,20,20,20,20,20,1,1,1,1
1,1,1,20,20,20,20,20,20,20,20,20,1,1,1
1,1,20,20,20,20,20,20,20,20,20,20,20,1,1
1,20,20,20,20,20,20,20,20,20,20,20,20,20,1
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1019,1019,1020,1019,1019,1019,1019,1020,1020,1019,1019,1019,1019,1019,1019
1019,1020,1020,1019,1020,1020,1020,1019,1019,1019,1020,1020,1020,1020,1020
1019,1019,1019,1019,1019,1020,1019,1019,1020,1020,1019,1020,1020,1020,1020
1019,1020,1020,1020,1020,1020,1019,1020,1019,1019,1019,1019,1020,1020,1020
1019,1019,1020,1020,1020,1019,1019,1020,1019,1020,1020,1020,1019,1020,1020
1019,1020,1019,1020,1019,1019,1020,1020,1019,1019,1020,1019,1019,1019,1020
1019,1020,1019,1020,1019,1020,1019,1019,1019,1020,1020,1019,1020,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1020,1019,1019,1019,1019,1019,1019
1019,1020,1019,1020,1019,1020,1019,1019,1019,1019,1020,1020,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1020,1020,1019,1020,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1019,1020,1019,1019,1019,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1020,1019,1020,1020,1019,1020,1020
1019,1020,1019,1020,1019,1020,1019,1019,1019,1019,1019,1019,1019,1019,1020
1019,1020,1019,1020,1019,1020,1019,1020,1020,1020,1020,1020,1020,1020,1019
1019,1020,1019,1020,1019,1020,1019,1019,1020,1020,1020,1020,1020,1019,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1020,1020,1019,1019,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1019,1020,1019,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1020,1019,1020,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1019,1019,1019,1019,1019,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1020,1020,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1019,1020,1020,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1019,1020,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1019,1020
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,3,1019,1020,1019,1020,1019,68,1019,1020,1019,1020,1019,3,1019
1019,63,1019,1020,1019,1020,1019,1,1019,1020,1019,1020,1019,63,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,2,3,2,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,1,1,1,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,-1,-1,-1,1020,1019,1020,1019,1020,1019
1019,1020,1019,1020,1019,1020,21,22,23,1020,1019,1020,1019,1020,1019
-1,54,-1,-1,-1,-1,24,76,25,-1,-1,-1,-1,54,-1
2,54,2,2,2,2,26,27,28,2,2,2,2,54,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
